,0.precision,0.recall,0.f1-score,0.support,1.precision,1.recall,1.f1-score,1.support,accuracy,macro avg.precision,macro avg.recall,macro avg.f1-score,macro avg.support,weighted avg.precision,weighted avg.recall,weighted avg.f1-score,weighted avg.support,experiment,feats
51,0.8268456375838926,0.719626168224299,0.7695190505933791,856,0.4816414686825054,0.6335227272727273,0.5472392638036809,352,0.6945364238410596,0.654243553133199,0.6765744477485132,0.65837915719853,1208,0.7262563433344817,0.6945364238410596,0.7047487815950565,1208,experiment_5__model:RandomForest__context:False__label_config:binary,experiment_5__model:RandomForest__context:False__label_config:binary
52,0.8281879194630872,0.7284533648170012,0.7751256281407035,847,0.5032397408207343,0.6454293628808865,0.5655339805825242,361,0.7036423841059603,0.6657138301419108,0.6869413638489439,0.6703298043616139,1208,0.7310800614416556,0.7036423841059603,0.7124910381005524,1208,experiment_5__model:XGB__context:False__label_config:binary,experiment_5__model:XGB__context:False__label_config:binary
53,0.8496644295302014,0.7120359955005624,0.7747858017135864,889,0.4470842332613391,0.6489028213166145,0.5294117647058825,319,0.695364238410596,0.6483743313957703,0.6804694084085885,0.6520987832097345,1208,0.7433539306810565,0.695364238410596,0.7099891810137042,1208,experiment_5__model:LogisticRegression__context:True__label_config:binary,experiment_5__model:LogisticRegression__context:True__label_config:binary
54,0.8657718120805369,0.7087912087912088,0.7794561933534744,910,0.42764578833693306,0.6644295302013423,0.5203679369250985,298,0.6978476821192053,0.646708800208735,0.6866103694962755,0.6499120651392865,1208,0.7576910545676281,0.6978476821192053,0.7155420373802491,1208,experiment_5__model:SVM__context:True__label_config:binary,experiment_5__model:SVM__context:True__label_config:binary
55,0.8416107382550335,0.7149372862029647,0.7731196054254008,877,0.46004319654427644,0.6435045317220544,0.5365239294710328,331,0.695364238410596,0.650826967399655,0.6792209089625095,0.6548217674482169,1208,0.7370587048889238,0.695364238410596,0.7082908233551228,1208,experiment_5__model:SGDClassifier__context:True__label_config:binary,experiment_5__model:SGDClassifier__context:True__label_config:binary
56,0.9221476510067114,0.6761811023622047,0.7802385008517888,1016,0.2894168466522678,0.6979166666666666,0.4091603053435114,192,0.679635761589404,0.6057822488294896,0.6870488845144357,0.5946994030976501,1208,0.8215811655464025,0.679635761589404,0.7212591850094136,1208,experiment_5__model:RandomForest__context:True__label_config:binary,experiment_5__model:RandomForest__context:True__label_config:binary
57,0.8563758389261745,0.7209039548022599,0.7828220858895706,885,0.46652267818574517,0.6687306501547987,0.549618320610687,323,0.706953642384106,0.6614492585559598,0.6948173024785294,0.6662202032501288,1208,0.7521353000858114,0.706953642384106,0.7204671056039089,1208,experiment_5__model:XGB__context:True__label_config:binary,experiment_5__model:XGB__context:True__label_config:binary
58,0.897986577181208,0.7351648351648352,0.8084592145015105,910,0.4794816414686825,0.7449664429530202,0.583442838370565,298,0.7375827814569537,0.6887341093249453,0.7400656390589277,0.6959510264360378,1208,0.7947461211858996,0.7375827814569537,0.752950207806956,1208,experiment_6__model:LogisticRegression__context:False__label_config:binary,experiment_6__model:LogisticRegression__context:False__label_config:binary
59,0.8550335570469799,0.7424242424242424,0.7947598253275109,858,0.5226781857451404,0.6914285714285714,0.5953259532595325,350,0.7276490066225165,0.6888558713960602,0.716926406926407,0.6950428892935216,1208,0.7587385405274072,0.7276490066225165,0.7369768325925834,1208,experiment_6__model:SVM__context:False__label_config:binary,experiment_6__model:SVM__context:False__label_config:binary
60,0.7919463087248322,0.7612903225806451,0.7763157894736842,775,0.6004319654427646,0.6420323325635104,0.6205357142857143,433,0.7185430463576159,0.6961891370837984,0.7016613275720778,0.6984257518796992,1208,0.7232991972669387,0.7185430463576159,0.720477401595877,1208,experiment_6__model:SGDClassifier__context:False__label_config:binary,experiment_6__model:SGDClassifier__context:False__label_config:binary
61,0.8899328859060402,0.7222222222222222,0.7973541791942274,918,0.44924406047516197,0.7172413793103448,0.5524568393094288,290,0.7210264900662252,0.6695884731906011,0.7197318007662835,0.6749055092518281,1208,0.7841383831122036,0.7210264900662252,0.7385625992549959,1208,experiment_6__model:RandomForest__context:False__label_config:binary,experiment_6__model:RandomForest__context:False__label_config:binary
62,0.8859060402684564,0.746606334841629,0.8103130755064457,884,0.5161987041036717,0.7376543209876543,0.6073697585768743,324,0.7442052980132451,0.7010523721860641,0.7421303279146416,0.7088414170416599,1208,0.7867461256017426,0.7442052980132451,0.7558812587140772,1208,experiment_6__model:XGB__context:False__label_config:binary,experiment_6__model:XGB__context:False__label_config:binary
63,0.9718120805369127,0.6666666666666666,0.7908246859639542,1086,0.21814254859611232,0.8278688524590164,0.34529914529914535,122,0.6829470198675497,0.5949773145665125,0.7472677595628415,0.5680619156315497,1208,0.8956964489998451,0.6829470198675497,0.7458295568570777,1208,experiment_6__model:LogisticRegression__context:True__label_config:binary,experiment_6__model:LogisticRegression__context:True__label_config:binary
64,0.9825503355704698,0.6565022421524663,0.7870967741935484,1115,0.17278617710583152,0.8602150537634409,0.28776978417266186,93,0.6721854304635762,0.5776682563381507,0.7583586479579536,0.5374332791831051,1208,0.9202092207217848,0.6721854304635762,0.748655209564457,1208,experiment_6__model:SVM__context:True__label_config:binary,experiment_6__model:SVM__context:True__label_config:binary
65,0.8053691275167785,0.7361963190184049,0.7692307692307692,815,0.5356371490280778,0.6310432569974554,0.5794392523364487,393,0.7019867549668874,0.6705031382724281,0.6836197880079302,0.6743350107836089,1208,0.7176169192832856,0.7019867549668874,0.7074856813669712,1208,experiment_6__model:SGDClassifier__context:True__label_config:binary,experiment_6__model:SGDClassifier__context:True__label_config:binary
66,0.9691275167785235,0.6691380908248378,0.7916666666666666,1079,0.22894168466522677,0.8217054263565892,0.3581081081081081,129,0.6854304635761589,0.5990346007218751,0.7454217585907135,0.5748873873873874,1208,0.8900844933160935,0.6854304635761589,0.7453677808603305,1208,experiment_6__model:RandomForest__context:True__label_config:binary,experiment_6__model:RandomForest__context:True__label_config:binary
67,0.8939597315436242,0.7508455467869222,0.8161764705882353,887,0.5226781857451404,0.7538940809968847,0.6173469387755102,321,0.7516556291390728,0.7083189586443823,0.7523698138919035,0.7167617046818727,1208,0.7952996519067754,0.7516556291390728,0.7633418019525691,1208,experiment_6__model:XGB__context:True__label_config:binary,experiment_6__model:XGB__context:True__label_config:binary
68,0.9060402684563759,0.7644394110985278,0.8292383292383292,883,0.550755939524838,0.7846153846153846,0.6472081218274113,325,0.7698675496688742,0.7283981039906069,0.7745273978569562,0.7382232255328702,1208,0.810454666715689,0.7698675496688742,0.7802649704564183,1208,experiment_7__model:LogisticRegression__context:False__label_config:binary,experiment_7__model:LogisticRegression__context:False__label_config:binary
